Date,Open,High,Low,Close,Adj Close,Volume
2021-03-23,21.799999,22.030001,21.350000,21.510000,21.494413,30972400
2021-03-24,21.480000,21.510000,20.209999,20.370001,20.355240,59851100
2021-03-25,20.049999,20.969999,19.969999,20.299999,20.285288,49084600
2021-03-26,20.400000,20.700001,19.700001,19.980000,19.965521,50504800
2021-03-29,19.930000,20.049999,19.400000,19.650000,19.635759,41482100
2021-03-30,19.490000,20.320000,19.420000,20.059999,20.045462,36267200
2021-03-31,20.160000,20.459999,19.670000,20.240000,20.225332,36377800
2021-04-01,20.280001,21.020000,20.049999,20.440001,20.425188,43136300
2021-04-05,20.600000,20.730000,19.930000,20.420000,20.405203,27289400
2021-04-06,20.340000,20.719999,20.059999,20.600000,20.585072,26541200
2021-04-07,20.500000,20.530001,20.030001,20.180000,20.165377,25362800
2021-04-08,20.230000,21.900000,20.209999,21.850000,21.834166,56482000
2021-04-09,21.650000,22.020000,21.600000,21.670000,21.654297,35804300
2021-04-12,21.780001,21.930000,21.610001,21.650000,21.634310,20807400
2021-04-13,21.719999,22.290001,21.480000,22.200001,22.183912,29003400
2021-04-14,22.350000,22.350000,21.870001,22.120001,22.103971,24257100
2021-04-15,22.219999,22.520000,22.100000,22.200001,22.183912,18452800
2021-04-16,22.190001,22.250000,21.760000,21.920000,21.904116,19863700
2021-04-19,21.910000,22.150000,21.540001,21.650000,21.634310,22104000
2021-04-20,21.639999,21.799999,21.420000,21.600000,21.584347,20527200
2021-04-22,21.709999,21.850000,21.110001,21.150000,21.134672,22627800
2021-04-23,21.260000,21.730000,21.129999,21.730000,21.714252,25864500
2021-04-26,21.610001,21.809999,21.500000,21.709999,21.694267,19630100
2021-04-27,21.600000,21.650000,20.930000,20.950001,20.934818,15920900
2021-04-28,20.940001,21.100000,20.580000,20.650000,20.635035,28538900
2021-04-29,20.629999,20.670000,19.910000,20.260000,20.245317,34394600
2021-04-30,20.100000,20.389999,19.870001,20.030001,20.015486,29426800
2021-05-03,20.110001,20.250000,19.900000,20.180000,20.165377,17801100
2021-05-04,20.180000,20.230000,19.639999,19.750000,19.735687,19458300
2021-05-05,19.850000,20.090000,19.680000,19.900000,19.885578,15035400
2021-05-06,19.850000,19.950001,19.299999,19.459999,19.445896,27062800
2021-05-07,19.580000,19.900000,19.330000,19.889999,19.875586,23586600
2021-05-10,19.889999,19.980000,19.049999,19.200001,19.186087,22189400
2021-05-11,19.000000,19.389999,18.660000,19.320000,19.306000,26674800
2021-05-12,19.000000,19.150000,18.500000,18.590000,18.576529,21900200
2021-05-13,18.809999,19.250000,18.730000,19.129999,19.116137,19821800
2021-05-14,19.600000,19.740000,18.969999,19.150000,19.136122,27030400
2021-05-17,19.120001,19.219999,18.730000,18.860001,18.846333,15761200
2021-05-18,18.830000,19.410000,18.770000,18.969999,18.956253,18115000
2021-05-19,18.760000,19.120001,18.540001,18.680000,18.666464,16876700
2021-05-20,18.680000,18.879999,18.600000,18.740000,18.726419,11105100
2021-05-21,18.750000,18.780001,18.250000,18.530001,18.516573,22898700
2021-05-24,18.549999,20.059999,18.510000,20.000000,19.985506,43974700
2021-05-25,20.200001,20.660000,20.020000,20.020000,20.005493,33802700
2021-05-26,20.360001,20.389999,19.650000,19.670000,19.655746,19546100
2021-05-27,19.740000,19.840000,19.469999,19.590000,19.575804,22849600
2021-05-28,19.700001,20.420000,19.620001,20.250000,20.235325,19444100
2021-05-31,20.260000,20.400000,19.980000,20.160000,20.145390,12532200
2021-06-01,20.260000,20.650000,20.209999,20.350000,20.335253,17996900
2021-06-02,20.410000,21.260000,20.250000,20.500000,20.485144,27396500
2021-06-04,20.610001,21.049999,20.510000,20.850000,20.834890,17904800
2021-06-07,20.940001,20.990000,20.570000,20.799999,20.784925,13595500
2021-06-08,21.090000,21.430000,20.850000,21.049999,21.034744,35077700
2021-06-09,21.049999,21.090000,20.219999,20.270000,20.255312,26842000
2021-06-10,20.340000,20.389999,19.930000,20.280001,20.265305,15648300
2021-06-11,20.280001,20.480000,19.990000,20.379999,20.365231,11329600
2021-06-14,20.440001,20.730000,20.379999,20.590000,20.575079,16590200
2021-06-15,20.559999,21.180000,20.480000,20.889999,20.874861,22663200
2021-06-16,20.950001,21.000000,20.059999,20.309999,20.295280,29179100
2021-06-17,20.299999,21.370001,20.080000,21.309999,21.294558,30637500
2021-06-18,21.309999,21.510000,21.020000,21.070000,21.054731,28642600
2021-06-21,21.170000,21.320000,20.879999,21.270000,21.254587,10966600
2021-06-22,21.330000,21.340000,20.660000,20.969999,20.954803,16399200
2021-06-23,20.950001,21.219999,20.510000,20.580000,20.565086,16522500
2021-06-24,20.799999,21.730000,20.700001,21.650000,21.634310,31539400
2021-06-25,21.770000,21.930000,21.059999,21.389999,21.374498,29899300
2021-06-28,21.389999,21.840000,21.120001,21.530001,21.514399,20884200
2021-06-29,21.530001,21.690001,21.049999,21.670000,21.654297,11798500
2021-06-30,21.530001,21.600000,21.010000,21.150000,21.134672,25299600
2021-07-01,21.219999,21.270000,20.420000,20.690001,20.675007,18162800
2021-07-02,20.799999,21.690001,20.760000,21.639999,21.624317,24246800
2021-07-05,21.500000,21.600000,21.129999,21.379999,21.364506,8716100
2021-07-06,21.139999,21.430000,20.950001,21.070000,21.070000,19834500
2021-07-07,21.299999,22.150000,21.280001,22.010000,22.010000,30825300
2021-07-08,21.680000,22.070000,21.480000,21.920000,21.920000,18120000
2021-07-12,22.059999,22.400000,21.950001,22.100000,22.100000,20406700
2021-07-13,21.969999,22.540001,21.770000,22.490000,22.490000,22948200
